,TICKER,CIK,YEAR,YEAR-1 ROE,ROE,YEAR+1 ROE,YEAR-1 ASSET,ASSET,YEAR+1 ASSET,YEAR-1 REVENUE,REVENUE,YEAR+1 REVENUE,YEAR-1 NET INCOME,NET INCOME,YEAR+1 NET INCOME,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END,Y-1 PROFIT MARGIN,Y PROFIT MARGIN,Y+1 PROFIT MARGIN,CURRENT REVENUE YOY,NEXT REVENUE YOY,CURRENT PROFIT MARGIN YOY,NEXT PROFIT MARGIN YOY,CURRENT ROE YOY,FUTURE ROE YOY
10,A US,0001090872,2016,8.470637938,10.98692033,15.07604144,7479.0,7794.0,8426.0,4038.0,4202.0,4472.0,401.0,462.0,684.0,0001090872-16-000082,10-K,2016-10-31,2016-12-20,20161220,AGILENT TECHNOLOGIES INC,1031,0.0993065874195146,0.1099476439790576,0.1529516994633273,0.0454280236725848,-0.0102854409185137,-0.0256748856652111,0.0430040554842697,2.516282392000001,4.089121109999999
11,A US,0001090872,2017,10.98692033,15.07604144,6.724835071,7794.0,8426.0,8541.0,4202.0,4472.0,4914.0,462.0,684.0,316.0,0001090872-17-000018,10-K,2017-10-31,2017-12-21,20171221,AGILENT TECHNOLOGIES INC,1031,0.1099476439790576,0.1529516994633273,0.0643060643060643,0.0813271604938271,-0.4935064935064935,0.0430040554842697,-0.088645635157263,4.089121109999999,-8.351206369
12,A US,0001090872,2019,6.724835071,22.99516908,14.94647126,8541.0,9452.0,9627.0,4914.0,5163.0,5339.0,316.0,1071.0,719.0,0001090872-19-000022,10-K,2019-10-31,2019-12-19,20191219,"AGILENT TECHNOLOGIES, INC.",1031,0.0643060643060643,0.2074375363160953,0.1346694137478928,-0.4935064935064935,-0.2590870667793745,0.0544858368527679,-0.0727681225682024,16.270334009,-8.048697820000001
13,A US,0001090872,2020,22.99516908,14.94647126,23.58214773,9452.0,9627.0,10705.0,5163.0,5339.0,6319.0,1071.0,719.0,1210.0,0001090872-20-000020,10-K,2020-10-31,2020-12-18,20201217,"AGILENT TECHNOLOGIES, INC.",1031,0.2074375363160953,0.1346694137478928,0.1914859946194018,-0.2590870667793745,-0.0545731127590796,-0.0727681225682024,0.0568165808715089,-8.048697820000001,8.63567647
14,A US,0001090872,2021,14.94647126,23.58214773,23.45240322,9627.0,10705.0,10532.0,5339.0,6319.0,6848.0,719.0,1210.0,1254.0,0001090872-21-000027,10-K,2021-10-31,2021-12-17,20211217,"AGILENT TECHNOLOGIES, INC.",1031,0.1346694137478928,0.1914859946194018,0.1831191588785046,0.3594095499910357,0.2338769947685409,0.0568165808715089,-0.0083668357408971,8.63567647,-0.12974450999999831
15,A US,0001090872,2022,23.58214773,23.45240322,22.24215247,10705.0,10532.0,10763.0,6319.0,6848.0,6833.0,1210.0,1254.0,1240.0,0001090872-22-000026,10-K,2022-10-31,2022-12-21,20221220,"AGILENT TECHNOLOGIES, INC.",1031,0.1914859946194018,0.1831191588785046,0.1814722669398507,0.1275519293120034,0.2997756501406136,-0.0083668357408971,-0.0016468919386539,-0.12974450999999831,-1.2102507500000002
16,A US,0001090872,2023,23.45240322,22.24215247,22.24215247,10532.0,10763.0,10763.0,6848.0,6833.0,nan,1254.0,1240.0,nan,0001090872-23-000020,10-K,2023-10-31,2023-12-20,20231219,"AGILENT TECHNOLOGIES, INC.",1031,0.1831191588785046,0.1814722669398507,nan,0.2997756501406136,-0.280060290757038,-0.0016468919386539,nan,-1.2102507500000002,0.0
17,AAL US,0000006201,2014,nan,nan,198.7983281,42278.0,43225.0,48415.0,26743.0,42650.0,40990.0,-1834.0,2882.0,7610.0,0001193125-15-061145,10-K,2014-12-31,2015-02-25,20150225,American Airlines Group Inc.,1231,-0.0685786934898852,0.0675732708089097,0.185655037814101,0.1434456675896535,0.1359636170338432,nan,0.1180817670051912,,
18,AAPL US,0000320193,2001,22.50536865,-0.628851717,1.621958827,6803.0,6021.0,6298.0,7983.0,5363.0,5742.0,786.0,-25.0,65.0,0000912057-01-544436,10-K405,2001-09-29,2001-12-21,Not found,APPLE COMPUTER INC,0930,0.0984592258549417,-0.0046615700167816,0.011320097526994,-0.027766435279706,-0.098110037799244,nan,0.0159816675437757,-23.134220367,2.250810544
19,AAPL US,0000320193,2002,-0.628851717,1.621958827,1.659052657,6021.0,6298.0,6815.0,5363.0,5742.0,6207.0,-25.0,65.0,69.0,0001047469-02-007674,10-K,2002-09-28,2002-12-19,Not found,APPLE COMPUTER INC,0930,-0.0046615700167816,0.011320097526994,0.0111164813919768,-0.381950265437273,-0.2823990355635925,0.0159816675437757,-0.0002036161350172,2.250810544,0.03709382999999988
20,AAPL US,0000320193,2003,1.621958827,1.659052657,5.936122164,6298.0,6815.0,8050.0,5742.0,6207.0,8279.0,65.0,69.0,276.0,0001047469-03-041604,10-K,2003-09-27,2003-12-19,Not found,APPLE COMPUTER INC,0930,0.011320097526994,0.0111164813919768,0.0333373595844908,-0.2814472671285604,0.6012427683736876,-0.0002036161350172,0.022220878192514,0.03709382999999988,4.277069507
21,AAPL US,0000320193,2004,1.659052657,5.936122164,21.1768458,6815.0,8050.0,11551.0,6207.0,8279.0,13931.0,69.0,276.0,1328.0,0001047469-04-035975,10-K,2004-09-25,2004-12-03,20041202,APPLE COMPUTER INC,0930,0.0111164813919768,0.0333373595844908,0.0953269686311104,0.6012427683736876,0.5153218252375218,0.022220878192514,0.0619896090466195,4.277069507,15.240723635999998
22,AAPL US,0000320193,2006,21.1768458,22.7965616,28.51315521,11551.0,17205.0,24878.0,13931.0,19315.0,24578.0,1328.0,1989.0,3495.0,0001104659-06-084288,10-K,2006-09-30,2006-12-29,20061229,APPLE COMPUTER INC,0930,0.0953269686311104,0.1029769609112089,0.1422003417690617,0.5153218252375218,-0.0717944189332391,0.069639601326718,0.0392233808578528,1.6197158000000016,5.71659361
23,AAPL US,0000320193,2007,22.7965616,28.51315521,33.23015097,17205.0,24878.0,36171.0,19315.0,24578.0,37491.0,1989.0,3495.0,6119.0,0001047469-07-009340,10-K,2007-09-29,2007-11-15,20071115,APPLE INC,0930,0.1029769609112089,0.1422003417690617,0.1632125043343736,nan,-0.1042959619569597,0.0392233808578528,0.0210121625653118,5.71659361,4.716995759999996
24,AAPL US,0000320193,2008,28.51315521,33.23015097,30.5356249,24878.0,36171.0,47501.0,24578.0,37491.0,42905.0,3495.0,6119.0,8235.0,0001193125-08-224958,10-K,2008-09-27,2008-11-05,20081105,APPLE INC,0930,0.1422003417690617,0.1632125043343736,0.1919356718331197,-0.0395407597854514,0.0041999353856094,0.0210121625653118,0.028723167498746,4.716995759999996,-2.6945260699999984
25,AAPL US,0000320193,2009,33.23015097,30.5356249,35.28345356,36171.0,47501.0,75183.0,37491.0,42905.0,65225.0,6119.0,8235.0,14013.0,0001193125-09-214859,10-K,2009-09-26,2009-10-27,20091027,APPLE INC,0926,0.1632125043343736,0.1919356718331197,0.2148409352242238,0.0041999353856094,0.0252320985384686,0.028723167498746,0.0229052633911041,-2.6945260699999984,4.74782866
26,AAPL US,0000320193,2010,30.5356249,35.28345356,41.67323119,47501.0,75183.0,116371.0,42905.0,65225.0,108249.0,8235.0,14013.0,25922.0,0001193125-10-238044,10-K,2010-09-25,2010-10-27,20101027,APPLE INC,0925,0.1919356718331197,0.2148409352242238,0.2394664153941376,0.0252320985384686,-0.0071726363921638,0.0229052633911041,0.0246254801699137,4.74782866,6.389777630000005
27,AAPL US,0000320193,2011,35.28345356,41.67323119,42.84152445,75183.0,116371.0,176064.0,65225.0,108249.0,156508.0,14013.0,25922.0,41733.0,0001193125-11-282113,10-K,2011-09-24,2011-10-26,20111026,APPLE INC,0930,0.2148409352242238,0.2394664153941376,0.2666509060239732,-0.0071726363921638,-0.0018512665372285,0.0246254801699137,0.0271844906298356,6.389777630000005,1.1682932599999987
28,AAPL US,0000320193,2012,41.67323119,42.84152445,30.6396039,116371.0,176064.0,207000.0,108249.0,156508.0,170910.0,25922.0,41733.0,37037.0,0001193125-12-444068,10-K,2012-09-29,2012-10-31,20121031,APPLE INC,0929,0.2394664153941376,0.2666509060239732,0.2167046983792639,-0.0018512665372285,-0.1177960734642178,0.0271844906298356,-0.0499462076447093,1.1682932599999987,-12.20192055
29,AAPL US,0000320193,2013,42.84152445,30.6396039,33.61180114,176064.0,207000.0,231839.0,156508.0,170910.0,182795.0,41733.0,37037.0,39510.0,0001193125-13-416534,10-K,2013-09-28,2013-10-30,20131029,APPLE INC,0929,0.2666509060239732,0.2167046983792639,0.2161437676085232,-0.1177960734642178,-0.0410727104912316,-0.0499462076447093,-0.0005609307707407,-12.20192055,2.9721972399999963
30,AAPL US,0000320193,2014,30.6396039,33.61180114,46.24819187,207000.0,231839.0,290345.0,170910.0,182795.0,233715.0,37037.0,39510.0,53394.0,0001193125-14-383437,10-K,2014-09-27,2014-10-27,20141027,APPLE INC,0927,0.2167046983792639,0.2161437676085232,0.2284577369873563,0.594809856784953,-0.0389214536928487,-0.0005609307707407,0.0123139693788331,2.9721972399999963,12.636390730000002
31,AAPL US,0000320193,2015,33.61180114,46.24819187,36.90328105,231839.0,290345.0,321686.0,182795.0,233715.0,215639.0,39510.0,53394.0,45687.0,0001193125-15-356351,10-K,2015-09-26,2015-10-28,20151028,APPLE INC,0927,0.2161437676085232,0.2284577369873563,0.211867983064288,0.789709846804652,-0.1274458539507429,0.0123139693788331,-0.0165897539230683,12.636390730000002,-9.344910820000003
32,AAPL US,0000320193,2016,46.24819187,36.90328105,36.86750846,290345.0,321686.0,375319.0,233715.0,215639.0,229234.0,53394.0,45687.0,48351.0,0001628280-16-020309,10-K,2016-09-24,2016-10-26,20161026,APPLE INC,0924,0.2284577369873563,0.211867983064288,0.2109242084507533,-0.1274458539507429,0.3111049769587891,-0.0165897539230683,-0.0009437746135346,-9.344910820000003,-0.03577258999999344
33,AAPL US,0000320193,2017,36.90328105,36.86750846,49.36358284,321686.0,375319.0,365725.0,215639.0,229234.0,265595.0,45687.0,48351.0,59531.0,0000320193-17-000070,10-K,2017-09-30,2017-11-03,20171103,APPLE INC,0930,0.211867983064288,0.2109242084507533,0.2241420207458724,-0.1649350889483773,-0.3832141750028293,-0.0009437746135346,0.013217812295119,-0.03577258999999344,12.496074379999996
34,AAPL US,0000320193,2018,36.86750846,49.36358284,55.91722114,375319.0,365725.0,338516.0,229234.0,265595.0,260174.0,48351.0,59531.0,55256.0,0000320193-18-000145,10-K,2018-09-29,2018-11-05,20181105,APPLE INC,0930,0.2109242084507533,0.2241420207458724,0.2123809450598445,-0.3832141750028293,0.9044674910251296,0.013217812295119,-0.0117610756860279,12.496074379999996,6.553638300000003
35,AAPL US,0000320193,2019,49.36358284,55.91722114,73.68556155,365725.0,338516.0,323888.0,265595.0,260174.0,274515.0,59531.0,55256.0,57411.0,0000320193-19-000119,10-K,2019-09-28,2019-10-31,20191030,Apple Inc.,0928,0.2241420207458724,0.2123809450598445,0.2091361127807223,0.9044674910251296,0.1013718714001466,-0.0117610756860279,-0.0032448322791222,6.553638300000003,17.76834041
36,AAPL US,0000320193,2020,55.91722114,73.68556155,147.4433344,338516.0,323888.0,351002.0,260174.0,274515.0,365817.0,55256.0,57411.0,94680.0,0000320193-20-000096,10-K,2020-09-26,2020-10-30,20201029,Apple Inc.,0926,0.2123809450598445,0.2091361127807223,0.2588179335569424,0.1013718714001466,-0.1709613007511647,-0.0032448322791222,0.04968182077622,17.76834041,73.75777285
37,AAPL US,0000320193,2021,73.68556155,147.4433344,175.4592922,323888.0,351002.0,352755.0,274515.0,365817.0,394328.0,57411.0,94680.0,99803.0,0000320193-21-000105,10-K,2021-09-25,2021-10-29,20211028,Apple Inc.,0925,0.2091361127807223,0.2588179335569424,0.2530964070519973,-0.1709613007511647,-0.138777382727377,0.04968182077622,-0.005721526504945,73.75777285,28.015957799999995
38,AAPL US,0000320193,2022,147.4433344,175.4592922,171.9495116,351002.0,352755.0,352583.0,365817.0,394328.0,383285.0,94680.0,99803.0,96995.0,0000320193-22-000108,10-K,2022-09-24,2022-10-28,20221027,Apple Inc.,0924,0.2588179335569424,0.2530964070519973,0.2530623426432028,-0.138777382727377,0.2081502197363164,-0.005721526504945,-3.406440879449857e-05,28.015957799999995,-3.509780599999999
39,AAPL US,0000320193,2023,175.4592922,171.9495116,171.9495116,352755.0,352583.0,352583.0,394328.0,383285.0,nan,99803.0,96995.0,nan,0000320193-23-000106,10-K,2023-09-30,2023-11-03,20231102,Apple Inc.,0930,0.2530964070519973,0.2530623426432028,nan,0.2081502197363164,0.0647045855379188,-3.406440879449857e-05,nan,-3.509780599999999,0.0
40,ABBV US,0001551152,2015,56.6249599,179.9894496,138.0491784,27513.0,53050.0,66099.0,19960.0,22859.0,25638.0,1774.0,5144.0,5953.0,0001047469-16-010239,10-K,2015-12-31,2016-02-19,20160219,AbbVie Inc.,1231,0.088877755511022,0.2250317161730609,0.2321943989390748,0.0647045855379188,0.1207164302722849,nan,0.0071626827660138,123.36448970000001,-41.94027120000001
41,ABNB US,0001559720,2020,nan,nan,-9.170508011,8310.119,10491.499,13708.0,4805.24,3378.2,5992.0,-674.34,-4584.72,-352.0,0001559720-21-000010,10-K,2020-12-31,2021-02-26,20210226,"Airbnb, Inc.",1231,-0.1403343017206216,-1.3571487774554498,-0.0587449933244325,0.1207164302722849,0.3577829099307159,nan,1.2984037841310172,,
42,ABNB US,0001559720,2021,nan,-9.170508011,36.63280116,10491.499,13708.0,16038.0,3378.2,5992.0,8399.0,-4584.72,-352.0,1893.0,0001559720-22-000006,10-K,2021-12-31,2022-02-25,20220225,"Airbnb, Inc.",1231,-1.3571487774554498,-0.0587449933244325,0.2253839742826527,0.3577829099307159,0.1365491903660362,1.2984037841310172,0.2841289676070853,,45.803309171
43,ABNB US,0001559720,2022,-9.170508011,36.63280116,69.8287796,13708.0,16038.0,20645.0,5992.0,8399.0,9917.0,-352.0,1893.0,4792.0,0001559720-23-000003,10-K,2022-12-31,2023-02-17,20230217,"Airbnb, Inc.",1231,-0.0587449933244325,0.2253839742826527,0.483210648381567,0.1365491903660362,-0.1255312780604609,0.2841289676070853,0.2578266740989143,45.803309171,33.195978440000005
44,ABT US,0000001800,2021,14.07502505,20.61936838,19.12868337,72548.0,75196.0,74438.0,34608.0,43075.0,43653.0,4495.0,7071.0,6933.0,0001104659-22-025141,10-K,2021-12-31,2022-02-18,20220218,ABBOTT LABORATORIES,1231,0.1298832639852057,0.1641555426581543,0.1588206996082743,-0.1255312780604609,0.1775739320920044,nan,-0.00533484304988,6.54434333,-1.49068501
45,ABT US,0000001800,2022,20.61936838,19.12868337,15.20275206,75196.0,74438.0,73214.0,43075.0,43653.0,40109.0,7071.0,6933.0,5723.0,0001628280-23-004026,10-K,2022-12-31,2023-02-17,20230217,ABBOTT LABORATORIES,1231,0.1641555426581543,0.1588206996082743,0.1426861801590665,0.1775739320920044,0.340716195791187,-0.00533484304988,-0.0161345194492078,-1.49068501,-3.925931310000001
46,ACN US,0001467373,2020,38.58204655,32.52412069,32.33950516,29789.88,37078.593,43175.843,43215.01,44327.04,50533.39,4779.11,5107.84,5906.81,0001467373-20-000376,10-K,2020-08-31,2020-10-22,20201022,Accenture plc,0831,0.1105891216963735,0.1152307936645442,0.116889248870895,0.340716195791187,0.1180245414733555,nan,0.0016584552063508,-6.0579258600000045,-0.18461552999999498
47,ACN US,0001467373,2021,32.52412069,32.33950516,33.03508101,37078.593,43175.843,47263.39,44327.04,50533.39,61594.31,5107.84,5906.81,6877.17,0001467373-21-000229,10-K,2021-08-31,2021-10-15,20211015,Accenture plc,0831,0.1152307936645442,0.116889248870895,0.1116526835027456,0.1180245414733555,0.0283885980221058,0.0016584552063508,-0.0052365653681494,-0.18461552999999498,0.6955758499999973
48,ACN US,0001467373,2022,32.33950516,33.03508101,28.75192452,43175.843,47263.39,51245.305,50533.39,61594.31,64111.75,5906.81,6877.17,6871.56,0001467373-22-000295,10-K,2022-08-31,2022-10-12,20221012,Accenture plc,0831,0.116889248870895,0.1116526835027456,0.1071809769660007,0.0283885980221058,nan,-0.0052365653681494,-0.0044717065367448,0.6955758499999973,-4.28315649
49,ACN US,0001467373,2023,33.03508101,28.75192452,28.75192452,47263.39,51245.305,51245.305,61594.31,64111.75,nan,6877.17,6871.56,nan,0001467373-23-000324,10-K,2023-08-31,2023-10-12,20231012,Accenture plc,0831,0.1116526835027456,0.1071809769660007,nan,-0.0087229288415262,-0.1087317756874304,-0.0044717065367448,nan,-4.28315649,0.0
50,ADBE US,0000796343,2007,14.4183135,14.76877139,19.24462846,5962.548,5713.679,5821.598,2575.3,3157.88,3579.89,505.81,723.81,871.81,0001047469-08-000497,10-K,2007-11-30,2008-01-24,20080124,ADOBE SYSTEMS INC,1130,0.1964081854541218,0.2292075696353249,0.2435298291288279,0.3079342433773224,0.1225023550994099,nan,0.014322259493503,0.3504578899999995,4.475857070000002
51,ADBE US,0000796343,2008,14.76877139,19.24462846,8.311176032,5713.679,5821.598,7282.237,3157.88,3579.89,2945.85,723.81,871.81,386.51,0000796343-09-000007,10-K,2008-11-28,2009-01-23,20090123,ADOBE SYSTEMS INC,1130,0.2292075696353249,0.2435298291288279,0.1312049153894461,0.1225023550994099,-0.0083371061959606,0.014322259493503,-0.1123249137393818,4.475857070000002,-10.933452428
52,ADBE US,0000796343,2009,19.24462846,8.311176032,15.36613027,5821.598,7282.237,8141.148,3579.89,2945.85,3800.0,871.81,386.51,774.68,0000796343-10-000003,10-K,2009-11-27,2010-01-22,20100122,ADOBE SYSTEMS INC,1130,0.2435298291288279,0.1312049153894461,0.2038631578947368,0.1225023550994099,-0.0083371061959606,-0.1123249137393818,0.0726582425052906,-10.933452428,7.054954237999999
53,ADBE US,0000796343,2010,8.311176032,15.36613027,15.17647488,7282.237,8141.148,8991.183,2945.85,3800.0,4216.26,386.51,774.68,832.85,0000796343-11-000003,10-K,2010-12-03,2011-01-27,20110127,ADOBE SYSTEMS INC,1130,0.1312049153894461,0.2038631578947368,0.1975328845944035,-0.0083371061959606,-0.0957975145873235,0.0726582425052906,-0.0063302733003332,7.054954237999999,-0.18965538999999865
54,ADM US,0000007084,2009,14.56573576,12.42025298,13.67049157,37056.0,31582.0,31808.0,69816.0,69207.0,61682.0,1802.0,1684.0,1930.0,0000007084-09-000051,10-K,2009-06-30,2009-08-26,20090826,ARCHER DANIELS MIDLAND CO,0630,0.0258107024177838,0.0243327987053332,0.0312895172011283,-0.0957975145873235,-0.166241795051785,nan,0.006956718495795,-2.14548278,1.2502385899999986
55,ADM US,0000007084,2011,13.67049157,12.18541461,7.289016115,31808.0,42193.0,45136.0,61682.0,80676.0,90559.0,1930.0,2036.0,1375.0,0000007084-11-000028,10-K,2011-06-30,2011-08-25,20110824,ARCHER DANIELS MIDLAND CO,0630,0.0312895172011283,0.0252367494670038,0.0151834715489349,-0.166241795051785,-0.0791113999586422,0.0009039507616705,-0.0100532779180688,-1.485076959999999,-4.896398495000001
56,ADM US,0000007084,2012,12.18541461,7.289016115,6.868666189,42193.0,45136.0,43752.0,80676.0,90559.0,89804.0,2036.0,1375.0,1342.0,0000007084-12-000034,10-K,2012-06-30,2012-08-27,20120824,ARCHER DANIELS MIDLAND CO,0630,0.0252367494670038,0.0151834715489349,0.0149436550710436,-0.0791113999586422,-0.0243479934558752,-0.0100532779180688,-0.0002398164778913,-4.896398495000001,-0.4203499260000001
57,ADM US,0000007084,2012,12.18541461,7.289016115,6.868666189,42193.0,45136.0,43752.0,80676.0,90559.0,89804.0,2036.0,1375.0,1342.0,0000007084-13-000014,10-KT,2012-12-31,2013-02-28,20130228,ARCHER DANIELS MIDLAND CO,1231,0.0252367494670038,0.0151834715489349,0.0149436550710436,-0.0243479934558752,0.0577530084829354,0.0,-0.0002398164778913,-4.896398495000001,-0.4203499260000001
58,ADM US,0000007084,2013,7.289016115,6.868666189,11.31610078,45136.0,43752.0,43997.0,90559.0,89804.0,81201.0,1375.0,1342.0,2248.0,0000007084-14-000011,10-K,2013-12-31,2014-02-26,20140226,ARCHER DANIELS MIDLAND CO,1231,0.0151834715489349,0.0149436550710436,0.0276843881232989,0.0577530084829354,0.004895789620926,-0.0002398164778913,0.0127407330522553,-0.4203499260000001,4.4474345909999995
59,ADM US,0000007084,2014,6.868666189,11.31610078,9.868175268,43752.0,43997.0,40157.0,89804.0,81201.0,67702.0,1342.0,2248.0,1849.0,0000007084-15-000005,10-K,2014-12-31,2015-02-20,20150220,ARCHER DANIELS MIDLAND CO,1231,0.0149436550710436,0.0276843881232989,0.0273108623083513,0.004895789620926,-0.004655407077456,0.0127407330522553,-0.0003735258149476,4.4474345909999995,-1.4479255119999994
60,ADM US,0000007084,2015,11.31610078,9.868175268,7.293567518,43997.0,40157.0,39769.0,81201.0,67702.0,62346.0,2248.0,1849.0,1279.0,0000007084-16-000046,10-K,2015-12-31,2016-02-19,20160219,ARCHER DANIELS MIDLAND CO,1231,0.0276843881232989,0.0273108623083513,0.0205145478458922,-0.004655407077456,0.3246678579752933,-0.0003735258149476,-0.006796314462459,-1.4479255119999994,-2.57460775
61,ADM US,0000007084,2016,9.868175268,7.293567518,8.989460632,40157.0,39769.0,39963.0,67702.0,62346.0,60828.0,1849.0,1279.0,1595.0,0000007084-17-000008,10-K,2016-12-31,2017-02-17,20170217,ARCHER DANIELS MIDLAND CO,1231,0.0273108623083513,0.0205145478458922,0.0262214769514039,0.3246678579752933,0.1912867013102793,-0.006796314462459,0.0057069291055116,-2.57460775,1.6958931140000004
62,ADM US,0000007084,2017,7.293567518,8.989460632,9.706655226,39769.0,39963.0,40833.0,62346.0,60828.0,64341.0,1279.0,1595.0,1810.0,0000007084-18-000012,10-K,2017-12-31,2018-02-16,20180216,ARCHER DANIELS MIDLAND CO,1231,0.0205145478458922,0.0262214769514039,0.0281313625837335,0.1912867013102793,nan,0.0057069291055116,0.0019098856323295,1.6958931140000004,0.7171945940000004
63,ADM US,0000007084,2018,8.989460632,9.706655226,7.221974914,39963.0,40833.0,43997.0,60828.0,64341.0,64656.0,1595.0,1810.0,1379.0,0000007084-19-000012,10-K,2018-12-31,2019-02-19,20190219,ARCHER DANIELS MIDLAND CO,1231,0.0262214769514039,0.0281313625837335,0.021328260331601,0.0696334976140186,0.0666727613475338,0.0019098856323295,-0.0068031022521324,0.7171945940000004,-2.484680312000001
64,ADM US,0000007084,2019,9.706655226,7.221974914,9.038971638,40833.0,43997.0,49719.0,64341.0,64656.0,64355.0,1810.0,1379.0,1772.0,0000007084-20-000009,10-K,2019-12-31,2020-02-18,20200218,Archer-Daniels-Midland Co,1231,0.0281313625837335,0.021328260331601,0.027534768083288,0.0587123059492635,0.0339895961786508,-0.0068031022521324,0.0062065077516869,-2.484680312000001,1.816996724
